PERIODO;FACULTAD;CARRERA;ESTUDIANTE;COD_MATERIA;MATERIA;COD_GRUPO;GRUPO/PARALELO;ESTADO;PROMEDIO;ASISTENCIA;NO. VEZ;NIVEL
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 120;318020;MATEMÁTICA DISCRETA;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,90;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 193;318020;MATEMÁTICA DISCRETA;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,74;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 197;318020;MATEMÁTICA DISCRETA;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,48;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 196;318020;MATEMÁTICA DISCRETA;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,32;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 296;318020;MATEMÁTICA DISCRETA;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,90;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 157;318020;MATEMÁTICA DISCRETA;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,99;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 188;318020;MATEMÁTICA DISCRETA;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,91;97;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 194;318020;MATEMÁTICA DISCRETA;3180261;CDDEIA-ELNO-2-2;APROBADA;8,49;97;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 273;318020;MATEMÁTICA DISCRETA;3180261;CDDEIA-ELNO-2-2;REPROBADA;0,00;37;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 191;318020;MATEMÁTICA DISCRETA;3180261;CDDEIA-ELNO-2-2;APROBADA;8,37;97;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 297;318020;MATEMÁTICA DISCRETA;3180261;CDDEIA-ELNO-2-2;APROBADA;8,59;97;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 153;318020;MATEMÁTICA DISCRETA;3180261;CDDEIA-ELNO-2-2;APROBADA;9,15;97;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 150;318020;MATEMÁTICA DISCRETA;3180261;CDDEIA-ELNO-2-2;REPROBADA;5,84;78;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 298;318020;MATEMÁTICA DISCRETA;3180260;CDDEIA-ELMA-2-1 ;REPROBADA;0,00;24;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 81;318020;MATEMÁTICA DISCRETA;3180261;CDDEIA-ELNO-2-2;APROBADA;9,21;97;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 190;318020;MATEMÁTICA DISCRETA;3180261;CDDEIA-ELNO-2-2;APROBADA;8,40;97;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 154;318020;MATEMÁTICA DISCRETA;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,96;83;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 189;318020;MATEMÁTICA DISCRETA;3180261;CDDEIA-ELNO-2-2;APROBADA;9,77;94;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 134;318020;MATEMÁTICA DISCRETA;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,31;97;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 190;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;APROBADA;8,62;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 134;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,81;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 154;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,24;82;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 189;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;APROBADA;8,80;94;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 81;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;APROBADA;7,98;94;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 150;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;APROBADA;7,41;94;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 298;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;REPROBADA;3,07;50;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 191;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;APROBADA;8,39;94;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 297;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;APROBADA;9,41;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 153;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,42;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 194;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;APROBADA;8,47;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 273;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;REPROBADA;2,31;56;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 188;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,90;94;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 157;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,73;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 296;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,14;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 197;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,16;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 196;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,15;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 193;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,39;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 120;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,90;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 200;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;APROBADA;8,62;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 202;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;APROBADA;8,64;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 159;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,15;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 186;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,81;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 205;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,75;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 182;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,90;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 211;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,81;94;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 192;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,08;94;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 83;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;APROBADA;7,39;80;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 185;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,73;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 184;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,31;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 204;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;APROBADA;7,68;94;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 187;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,05;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 198;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,50;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 161;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,13;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 195;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,15;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 85;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;APROBADA;8,06;94;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 210;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;APROBADA;8,53;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 208;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,73;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 201;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,25;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 203;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;APROBADA;8,09;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 206;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,65;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 116;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,12;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 199;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,25;94;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 100;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;APROBADA;8,18;87;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 264;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;REPROBADA;0,00;0;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 158;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;REPROBADA;6,74;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 84;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180261;CDDEIA-ELNO-2-2;APROBADA;8,15;88;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 113;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,15;88;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 183;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,37;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 207;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,50;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 213;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,39;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 267;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;REPROBADA;3,80;62;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 212;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,59;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 209;318120;METODOLOGÍA DE LA INVESTIGACIÓN I;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,41;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 208;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,05;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 213;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;REPROBADA;6,09;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 185;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;REPROBADA;6,08;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 207;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,61;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 183;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;REPROBADA;5,48;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 100;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180261;CDDEIA-ELNO-2-2;APROBADA;7,38;84;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 199;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,32;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 211;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,00;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 204;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180261;CDDEIA-ELNO-2-2;APROBADA;8,41;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 203;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180261;CDDEIA-ELNO-2-2;APROBADA;8,17;88;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 210;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180261;CDDEIA-ELNO-2-2;APROBADA;7,28;96;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 209;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,01;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 182;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;REPROBADA;5,63;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 116;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;REPROBADA;5,74;94;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 195;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,73;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 198;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,09;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 184;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;REPROBADA;5,58;96;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 200;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180261;CDDEIA-ELNO-2-2;APROBADA;7,60;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 205;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,11;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 206;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,24;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 201;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,92;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 186;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;REPROBADA;6,26;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 202;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180261;CDDEIA-ELNO-2-2;APROBADA;8,19;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 187;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;REPROBADA;6,45;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 192;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,16;96;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 193;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,14;100;1;2
2024 - 2025 CI;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 196;318100;PROGRAMACIÓN ORIENTADA A OBJETOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,67;100;1;2
