PERIODO;FACULTAD;CARRERA;ESTUDIANTE;COD_MATERIA;MATERIA;COD_GRUPO;GRUPO/PARALELO;ESTADO;PROMEDIO;ASISTENCIA;NO. VEZ;NIVEL
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 119;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,13;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 120;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,13;100;2;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 121;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;APROBADA;9,46;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 122;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;REPROBADA;0,00;0;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 123;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;APROBADA;9,21;96;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 124;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;APROBADA;8,42;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 125;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,16;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 83;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;APROBADA;7,34;92;2;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 126;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;REPROBADA;0,00;0;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 127;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,13;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 128;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,13;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 129;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;APROBADA;10,00;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 130;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,13;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 131;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,32;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 132;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,81;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 133;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,16;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 81;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;APROBADA;9,75;96;2;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 134;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;APROBADA;9,07;100;2;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 135;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;APROBADA;10,00;96;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 136;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;REPROBADA;0,00;0;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 137;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;APROBADA;10,00;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 138;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,13;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 139;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;APROBADA;9,62;96;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 140;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,96;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 141;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,10;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 142;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,50;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 143;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,96;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 144;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;APROBADA;10,00;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 145;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;APROBADA;8,93;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 146;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,32;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 147;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,13;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 148;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;APROBADA;9,75;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 149;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,41;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 150;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;APROBADA;10,00;96;2;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 151;318070;CÁLCULO II;3180261;CDDEIA-ELNO-2-2;APROBADA;10,00;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 152;318070;CÁLCULO II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;10,00;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 152;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;9,16;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 151;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,57;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 144;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;9,32;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 149;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,91;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 129;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;9,16;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 133;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,89;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 148;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;8,67;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 153;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;9,24;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 132;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,62;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 140;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,18;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 141;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,50;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 147;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,95;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 131;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,78;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 135;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;8,26;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 145;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;8,87;94;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 142;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,25;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 143;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,11;75;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 154;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;7,13;80;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 138;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,57;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 137;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;8,51;93;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 146;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,41;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 139;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;7,22;86;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 150;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;9,15;100;2;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 155;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,48;84;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 128;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,42;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 127;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,01;92;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 156;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;REPROBADA;3,48;54;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 117;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,41;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 130;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,05;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 157;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,29;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 119;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,00;92;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 124;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;7,55;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 123;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;7,06;93;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 122;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;REPROBADA;0,00;0;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 125;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,36;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 121;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;9,13;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 120;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,21;84;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 158;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,89;84;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 126;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;REPROBADA;0,00;0;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 118;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,23;84;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 159;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;8,73;93;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 160;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;REPROBADA;0,00;0;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 115;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;7,10;86;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 114;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;REPROBADA;0,00;0;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 112;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,39;84;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 161;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;7,61;93;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 111;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,21;92;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 113;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;7,26;80;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 60;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,15;92;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 110;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;8,22;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 162;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;7,64;93;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 108;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,95;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 109;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180261;CDDEIA-ELNO-2-2;APROBADA;7,47;94;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 107;318110;FUNDAMENTOS DE COMPUTADORES Y SISTEMAS OPERATIVOS;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,33;100;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 163;318299;HERRAMIENTAS DIGITALES II;3180261;CDDEIA-ELNO-2-2;REPROBADA;5,93;92;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 108;318299;HERRAMIENTAS DIGITALES II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;9,24;96;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 109;318299;HERRAMIENTAS DIGITALES II;3180261;CDDEIA-ELNO-2-2;APROBADA;8,44;92;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 107;318299;HERRAMIENTAS DIGITALES II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,74;96;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 86;318299;HERRAMIENTAS DIGITALES II;3180261;CDDEIA-ELNO-2-2;REPROBADA;0,00;0;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 162;318299;HERRAMIENTAS DIGITALES II;3180261;CDDEIA-ELNO-2-2;APROBADA;8,58;82;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 110;318299;HERRAMIENTAS DIGITALES II;3180261;CDDEIA-ELNO-2-2;APROBADA;8,32;90;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 164;318299;HERRAMIENTAS DIGITALES II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;8,18;96;1;2
2024 - 2025 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 165;318299;HERRAMIENTAS DIGITALES II;3180260;CDDEIA-ELMA-2-1 ;APROBADA;7,87;96;1;2
